W	X	Y	Z	D	stderr	Zscore	BABA	ABBA	nsnps	timescale	parameters	stat	ds	select	rep
Afr	AMH1	Vindija	outgroup	0.0531	0.077051	0.69	40	36	2450	medium	dpFilterMissing	dstat	2500	all	60
Afr	admix	Vindija	outgroup	-0.0753	0.079393	-0.948	37	42	2455	medium	dpFilterMissing	dstat	2500	all	61
Afr	AMH1	Vindija	outgroup	0.0222	0.082169	0.271	36	35	2469	medium	dpFilterMissing	dstat	2500	all	61
Afr	admix	Vindija	outgroup	-0.251	0.077777	-3.227	28	47	2468	medium	dpFilterMissing	dstat	2500	all	62
Afr	AMH1	Vindija	outgroup	-0.0105	0.085048	-0.123	31	32	2467	medium	dpFilterMissing	dstat	2500	all	62
Afr	admix	Vindija	outgroup	-0.1919	0.072557	-2.645	30	44	2466	medium	dpFilterMissing	dstat	2500	all	63
Afr	AMH1	Vindija	outgroup	-0.0513	0.079438	-0.646	34	37	2450	medium	dpFilterMissing	dstat	2500	all	63
Afr	admix	Vindija	outgroup	-0.0354	0.076472	-0.463	36	39	2458	medium	dpFilterMissing	dstat	2500	all	64
Afr	AMH1	Vindija	outgroup	0.0277	0.076113	0.364	37	35	2457	medium	dpFilterMissing	dstat	2500	all	64
Afr	admix	Vindija	outgroup	-0.1559	0.081691	-1.908	35	47	2453	medium	dpFilterMissing	dstat	2500	all	65
Afr	AMH1	Vindija	outgroup	-0.0364	0.081705	-0.446	37	40	2456	medium	dpFilterMissing	dstat	2500	all	65
Afr	admix	Vindija	outgroup	-0.1675	0.072387	-2.313	35	49	2460	medium	dpFilterMissing	dstat	2500	all	66
Afr	AMH1	Vindija	outgroup	0.0662	0.072526	0.913	41	36	2468	medium	dpFilterMissing	dstat	2500	all	66
Afr	admix	Vindija	outgroup	-0.1052	0.077291	-1.361	32	39	2455	medium	dpFilterMissing	dstat	2500	all	67
Afr	AMH1	Vindija	outgroup	-0.0683	0.080683	-0.847	31	35	2465	medium	dpFilterMissing	dstat	2500	all	67
Afr	admix	Vindija	outgroup	-0.0897	0.067007	-1.338	34	41	2452	medium	dpFilterMissing	dstat	2500	all	68
Afr	AMH1	Vindija	outgroup	-0.0095	0.074826	-0.127	36	36	2458	medium	dpFilterMissing	dstat	2500	all	68
Afr	admix	Vindija	outgroup	-0.084	0.07674	-1.095	39	47	2477	medium	dpFilterMissing	dstat	2500	all	69
Afr	AMH1	Vindija	outgroup	-0.0205	0.074446	-0.276	39	41	2460	medium	dpFilterMissing	dstat	2500	all	69
Afr	admix	Vindija	outgroup	-0.1769	0.075987	-2.328	33	47	2452	medium	dpFilterMissing	dstat	2500	all	70
Afr	AMH1	Vindija	outgroup	-0.0591	0.07808	-0.757	34	38	2464	medium	dpFilterMissing	dstat	2500	all	70
Afr	admix	Vindija	outgroup	0.0327	0.084468	0.387	36	34	2457	medium	dpFilterMissing	dstat	2500	all	71
Afr	AMH1	Vindija	outgroup	0.0662	0.082641	0.801	33	29	2453	medium	dpFilterMissing	dstat	2500	all	71
Afr	admix	Vindija	outgroup	-0.194	0.070631	-2.747	35	52	2458	medium	dpFilterMissing	dstat	2500	all	72
Afr	AMH1	Vindija	outgroup	-0.1603	0.068891	-2.327	34	47	2451	medium	dpFilterMissing	dstat	2500	all	72
Afr	admix	Vindija	outgroup	-0.0535	0.077762	-0.688	39	44	2460	medium	dpFilterMissing	dstat	2500	all	73
Afr	AMH1	Vindija	outgroup	0.0544	0.075521	0.72	41	37	2467	medium	dpFilterMissing	dstat	2500	all	73
Afr	admix	Vindija	outgroup	-0.1856	0.071468	-2.597	35	51	2445	medium	dpFilterMissing	dstat	2500	all	74
Afr	AMH1	Vindija	outgroup	-0.124	0.074397	-1.666	34	44	2454	medium	dpFilterMissing	dstat	2500	all	74
Afr	admix	Vindija	outgroup	-0.1152	0.0751	-1.534	32	41	2460	medium	dpFilterMissing	dstat	2500	all	75
Afr	AMH1	Vindija	outgroup	0.0783	0.080879	0.968	38	33	2463	medium	dpFilterMissing	dstat	2500	all	75
Afr	admix	Vindija	outgroup	0.0098	0.072039	0.135	47	46	2455	medium	dpFilterMissing	dstat	2500	all	76
Afr	AMH1	Vindija	outgroup	-0.025	0.071078	-0.352	39	41	2456	medium	dpFilterMissing	dstat	2500	all	76
Afr	admix	Vindija	outgroup	0.0219	0.079675	0.275	39	37	2462	medium	dpFilterMissing	dstat	2500	all	77
Afr	AMH1	Vindija	outgroup	-0.0199	0.078194	-0.255	34	36	2453	medium	dpFilterMissing	dstat	2500	all	77
Afr	admix	Vindija	outgroup	-0.0251	0.078608	-0.319	38	40	2452	medium	dpFilterMissing	dstat	2500	all	78
Afr	AMH1	Vindija	outgroup	0.1147	0.080387	1.426	41	32	2460	medium	dpFilterMissing	dstat	2500	all	78
Afr	admix	Vindija	outgroup	-0.1074	0.082803	-1.297	31	39	2457	medium	dpFilterMissing	dstat	2500	all	79
Afr	AMH1	Vindija	outgroup	0.1433	0.087977	1.629	38	29	2462	medium	dpFilterMissing	dstat	2500	all	79
Afr	admix	Vindija	outgroup	-0.062	0.074034	-0.837	35	40	2458	medium	dpFilterMissing	dstat	2500	all	80
Afr	AMH1	Vindija	outgroup	0.0614	0.077798	0.789	40	35	2453	medium	dpFilterMissing	dstat	2500	all	80
Afr	admix	Vindija	outgroup	-0.2275	0.070666	-3.22	33	52	2457	medium	dpFilterMissing	dstat	2500	all	81
Afr	AMH1	Vindija	outgroup	-0.051	0.083013	-0.614	34	38	2463	medium	dpFilterMissing	dstat	2500	all	81
Afr	admix	Vindija	outgroup	-0.1983	0.075014	-2.644	30	45	2463	medium	dpFilterMissing	dstat	2500	all	82
Afr	AMH1	Vindija	outgroup	0.0066	0.079082	0.084	36	35	2450	medium	dpFilterMissing	dstat	2500	all	82
Afr	admix	Vindija	outgroup	-0.1242	0.072352	-1.717	35	45	2456	medium	dpFilterMissing	dstat	2500	all	83
Afr	AMH1	Vindija	outgroup	-0.0655	0.07051	-0.928	34	39	2457	medium	dpFilterMissing	dstat	2500	all	83
Afr	admix	Vindija	outgroup	-0.0631	0.080597	-0.782	33	37	2468	medium	dpFilterMissing	dstat	2500	all	84
Afr	AMH1	Vindija	outgroup	0.0695	0.081649	0.852	36	31	2474	medium	dpFilterMissing	dstat	2500	all	84
Afr	admix	Vindija	outgroup	-0.138	0.075754	-1.822	33	43	2459	medium	dpFilterMissing	dstat	2500	all	85
Afr	AMH1	Vindija	outgroup	-0.0239	0.078095	-0.306	37	39	2446	medium	dpFilterMissing	dstat	2500	all	85
Afr	admix	Vindija	outgroup	-0.1945	0.070595	-2.755	31	45	2463	medium	dpFilterMissing	dstat	2500	all	86
Afr	AMH1	Vindija	outgroup	-0.0987	0.075473	-1.307	34	41	2461	medium	dpFilterMissing	dstat	2500	all	86
Afr	admix	Vindija	outgroup	-0.1993	0.06933	-2.874	35	53	2462	medium	dpFilterMissing	dstat	2500	all	87
Afr	AMH1	Vindija	outgroup	-0.07	0.072965	-0.959	38	44	2464	medium	dpFilterMissing	dstat	2500	all	87
Afr	admix	Vindija	outgroup	-0.0522	0.081121	-0.643	40	44	2456	medium	dpFilterMissing	dstat	2500	all	88
Afr	AMH1	Vindija	outgroup	0.043	0.07917	0.543	40	37	2461	medium	dpFilterMissing	dstat	2500	all	88
Afr	admix	Vindija	outgroup	-0.1034	0.077597	-1.332	36	45	2466	medium	dpFilterMissing	dstat	2500	all	89
Afr	AMH1	Vindija	outgroup	-0.1507	0.080526	-1.871	31	42	2473	medium	dpFilterMissing	dstat	2500	all	89
Afr	admix	Vindija	outgroup	-0.0376	0.080629	-0.466	35	37	2462	medium	dpFilterMissing	dstat	2500	all	90
Afr	AMH1	Vindija	outgroup	0.0594	0.08401	0.707	38	33	2458	medium	dpFilterMissing	dstat	2500	all	90
Afr	admix	Vindija	outgroup	-0.106	0.078386	-1.352	31	38	2460	medium	dpFilterMissing	dstat	2500	all	91
Afr	AMH1	Vindija	outgroup	-0.0264	0.080407	-0.328	33	35	2455	medium	dpFilterMissing	dstat	2500	all	91
Afr	admix	Vindija	outgroup	-0.1033	0.074947	-1.378	38	47	2452	medium	dpFilterMissing	dstat	2500	all	92
Afr	AMH1	Vindija	outgroup	-0.0234	0.078746	-0.298	36	38	2453	medium	dpFilterMissing	dstat	2500	all	92
Afr	admix	Vindija	outgroup	-0.2029	0.07544	-2.69	32	48	2451	medium	dpFilterMissing	dstat	2500	all	93
Afr	AMH1	Vindija	outgroup	-0.0275	0.071929	-0.382	36	38	2456	medium	dpFilterMissing	dstat	2500	all	93
Afr	admix	Vindija	outgroup	-0.0321	0.074989	-0.428	36	39	2441	medium	dpFilterMissing	dstat	2500	all	94
Afr	AMH1	Vindija	outgroup	0.0077	0.077969	0.099	38	37	2451	medium	dpFilterMissing	dstat	2500	all	94
Afr	admix	Vindija	outgroup	-0.285	0.074212	-3.84	30	54	2443	medium	dpFilterMissing	dstat	2500	all	95
Afr	AMH1	Vindija	outgroup	-0.2049	0.07315	-2.801	31	47	2453	medium	dpFilterMissing	dstat	2500	all	95
Afr	admix	Vindija	outgroup	0.0385	0.079317	0.486	39	36	2454	medium	dpFilterMissing	dstat	2500	all	96
Afr	AMH1	Vindija	outgroup	0.121	0.085692	1.412	42	33	2453	medium	dpFilterMissing	dstat	2500	all	96
Afr	admix	Vindija	outgroup	-0.1229	0.072201	-1.702	36	46	2457	medium	dpFilterMissing	dstat	2500	all	97
Afr	AMH1	Vindija	outgroup	-0.0636	0.077211	-0.823	35	40	2453	medium	dpFilterMissing	dstat	2500	all	97
Afr	admix	Vindija	outgroup	-0.0152	0.083395	-0.182	38	40	2449	medium	dpFilterMissing	dstat	2500	all	98
Afr	AMH1	Vindija	outgroup	0.0592	0.080068	0.739	41	36	2464	medium	dpFilterMissing	dstat	2500	all	98
Afr	admix	Vindija	outgroup	-0.1403	0.075357	-1.861	34	45	2456	medium	dpFilterMissing	dstat	2500	all	99
Afr	AMH1	Vindija	outgroup	0.0398	0.076463	0.52	39	36	2462	medium	dpFilterMissing	dstat	2500	all	99
Afr	admix	Vindija	outgroup	0.0234	0.088993	0.263	23	22	1475	medium	dpFilterMissing	dstat	1500	all	0
Afr	AMH1	Vindija	outgroup	0.171	0.09758	1.753	28	20	1472	medium	dpFilterMissing	dstat	1500	all	0
Afr	admix	Vindija	outgroup	-0.0452	0.101029	-0.447	24	26	1476	medium	dpFilterMissing	dstat	1500	all	1
Afr	AMH1	Vindija	outgroup	-0.0063	0.100385	-0.063	22	23	1469	medium	dpFilterMissing	dstat	1500	all	1
Afr	admix	Vindija	outgroup	0.0565	0.092815	0.609	29	26	1475	medium	dpFilterMissing	dstat	1500	all	2
Afr	AMH1	Vindija	outgroup	-0.0528	0.094712	-0.558	24	27	1479	medium	dpFilterMissing	dstat	1500	all	2
Afr	admix	Vindija	outgroup	-0.1406	0.094661	-1.485	20	26	1475	medium	dpFilterMissing	dstat	1500	all	3
Afr	AMH1	Vindija	outgroup	-0.1929	0.095326	-2.024	18	26	1481	medium	dpFilterMissing	dstat	1500	all	3
Afr	admix	Vindija	outgroup	-0.149	0.09136	-1.631	26	35	1480	medium	dpFilterMissing	dstat	1500	all	4
Afr	AMH1	Vindija	outgroup	0.0344	0.096873	0.355	29	27	1473	medium	dpFilterMissing	dstat	1500	all	4
Afr	admix	Vindija	outgroup	-0.0633	0.109527	-0.578	17	20	1463	medium	dpFilterMissing	dstat	1500	all	5
Afr	AMH1	Vindija	outgroup	0.0682	0.094245	0.724	20	17	1469	medium	dpFilterMissing	dstat	1500	all	5
Afr	admix	Vindija	outgroup	-0.0707	0.095243	-0.743	23	27	1471	medium	dpFilterMissing	dstat	1500	all	6
Afr	AMH1	Vindija	outgroup	0.0568	0.094506	0.601	22	20	1453	medium	dpFilterMissing	dstat	1500	all	6
Afr	admix	Vindija	outgroup	-0.0981	0.091476	-1.072	20	24	1472	medium	dpFilterMissing	dstat	1500	all	7
Afr	AMH1	Vindija	outgroup	-0.0351	0.105194	-0.334	20	22	1468	medium	dpFilterMissing	dstat	1500	all	7
Afr	admix	Vindija	outgroup	0.0366	0.100505	0.364	27	25	1472	medium	dpFilterMissing	dstat	1500	all	8
Afr	AMH1	Vindija	outgroup	0.2841	0.09419	3.017	29	16	1481	medium	dpFilterMissing	dstat	1500	all	8
Afr	admix	Vindija	outgroup	-0.0473	0.08572	-0.552	23	26	1470	medium	dpFilterMissing	dstat	1500	all	9
Afr	AMH1	Vindija	outgroup	-0.0354	0.093025	-0.381	24	26	1471	medium	dpFilterMissing	dstat	1500	all	9
Afr	admix	Vindija	outgroup	-0.19	0.113969	-1.667	18	27	1473	medium	dpFilterMissing	dstat	1500	all	10
Afr	AMH1	Vindija	outgroup	-0.0365	0.10732	-0.34	21	22	1480	medium	dpFilterMissing	dstat	1500	all	10
Afr	admix	Vindija	outgroup	-0.1762	0.092293	-1.91	19	26	1478	medium	dpFilterMissing	dstat	1500	all	11
Afr	AMH1	Vindija	outgroup	-0.0385	0.096925	-0.398	18	19	1479	medium	dpFilterMissing	dstat	1500	all	11
Afr	admix	Vindija	outgroup	-0.281	0.105289	-2.668	13	23	1475	medium	dpFilterMissing	dstat	1500	all	12
Afr	AMH1	Vindija	outgroup	-0.0472	0.111413	-0.423	17	18	1474	medium	dpFilterMissing	dstat	1500	all	12
Afr	admix	Vindija	outgroup	-0.2076	0.0915	-2.269	20	31	1480	medium	dpFilterMissing	dstat	1500	all	13
Afr	AMH1	Vindija	outgroup	0.0813	0.09377	0.867	24	21	1481	medium	dpFilterMissing	dstat	1500	all	13
Afr	admix	Vindija	outgroup	-0.0658	0.113818	-0.578	19	22	1480	medium	dpFilterMissing	dstat	1500	all	14
Afr	AMH1	Vindija	outgroup	0.0402	0.113045	0.355	21	19	1474	medium	dpFilterMissing	dstat	1500	all	14
Afr	admix	Vindija	outgroup	-0.1362	0.097881	-1.391	22	29	1475	medium	dpFilterMissing	dstat	1500	all	15
Afr	AMH1	Vindija	outgroup	-0.0613	0.103252	-0.594	22	24	1479	medium	dpFilterMissing	dstat	1500	all	15
Afr	admix	Vindija	outgroup	-0.1233	0.108403	-1.137	18	23	1472	medium	dpFilterMissing	dstat	1500	all	16
Afr	AMH1	Vindija	outgroup	-0.0721	0.114165	-0.631	16	19	1471	medium	dpFilterMissing	dstat	1500	all	16
Afr	admix	Vindija	outgroup	-0.2466	0.086982	-2.835	18	29	1481	medium	dpFilterMissing	dstat	1500	all	17
Afr	AMH1	Vindija	outgroup	0.113	0.09574	1.18	24	19	1467	medium	dpFilterMissing	dstat	1500	all	17
Afr	admix	Vindija	outgroup	-0.1054	0.093351	-1.129	21	26	1480	medium	dpFilterMissing	dstat	1500	all	18
Afr	AMH1	Vindija	outgroup	-0.023	0.095019	-0.242	22	23	1482	medium	dpFilterMissing	dstat	1500	all	18
Afr	admix	Vindija	outgroup	-0.1799	0.114295	-1.574	17	24	1478	medium	dpFilterMissing	dstat	1500	all	19
Afr	AMH1	Vindija	outgroup	-0.0176	0.122679	-0.144	17	18	1478	medium	dpFilterMissing	dstat	1500	all	19
Afr	admix	Vindija	outgroup	-0.2254	0.102921	-2.19	17	26	1479	medium	dpFilterMissing	dstat	1500	all	20
Afr	AMH1	Vindija	outgroup	-0.149	0.108914	-1.368	17	23	1480	medium	dpFilterMissing	dstat	1500	all	20
Afr	admix	Vindija	outgroup	-0.2088	0.102856	-2.03	18	27	1479	medium	dpFilterMissing	dstat	1500	all	21
Afr	AMH1	Vindija	outgroup	-0.1137	0.110869	-1.026	18	22	1476	medium	dpFilterMissing	dstat	1500	all	21
Afr	admix	Vindija	outgroup	0.0668	0.087395	0.765	28	24	1469	medium	dpFilterMissing	dstat	1500	all	22
Afr	AMH1	Vindija	outgroup	0.1508	0.09281	1.624	27	20	1468	medium	dpFilterMissing	dstat	1500	all	22
Afr	admix	Vindija	outgroup	-0.1244	0.093499	-1.331	19	24	1478	medium	dpFilterMissing	dstat	1500	all	23
Afr	AMH1	Vindija	outgroup	-0.0284	0.102117	-0.278	21	22	1480	medium	dpFilterMissing	dstat	1500	all	23
Afr	admix	Vindija	outgroup	-0.3116	0.104049	-2.994	12	23	1475	medium	dpFilterMissing	dstat	1500	all	24
Afr	AMH1	Vindija	outgroup	-0.1731	0.123197	-1.405	14	20	1473	medium	dpFilterMissing	dstat	1500	all	24
Afr	admix	Vindija	outgroup	-0.1043	0.103352	-1.009	19	23	1475	medium	dpFilterMissing	dstat	1500	all	25
Afr	AMH1	Vindija	outgroup	-0.1331	0.106131	-1.254	17	22	1479	medium	dpFilterMissing	dstat	1500	all	25
Afr	admix	Vindija	outgroup	-0.1797	0.088652	-2.027	18	26	1470	medium	dpFilterMissing	dstat	1500	all	26
Afr	AMH1	Vindija	outgroup	-0.1775	0.101327	-1.752	17	24	1471	medium	dpFilterMissing	dstat	1500	all	26
Afr	admix	Vindija	outgroup	-0.1315	0.098862	-1.33	19	25	1472	medium	dpFilterMissing	dstat	1500	all	27
Afr	AMH1	Vindija	outgroup	0.0577	0.109545	0.527	23	21	1470	medium	dpFilterMissing	dstat	1500	all	27
Afr	admix	Vindija	outgroup	-0.1448	0.094729	-1.528	23	31	1478	medium	dpFilterMissing	dstat	1500	all	28
Afr	AMH1	Vindija	outgroup	0.0447	0.091381	0.489	24	22	1480	medium	dpFilterMissing	dstat	1500	all	28
Afr	admix	Vindija	outgroup	-0.3071	0.101498	-3.026	17	31	1484	medium	dpFilterMissing	dstat	1500	all	29
Afr	AMH1	Vindija	outgroup	-0.1988	0.09925	-2.003	19	28	1482	medium	dpFilterMissing	dstat	1500	all	29
Afr	admix	Vindija	outgroup	-0.0924	0.105897	-0.873	19	22	1473	medium	dpFilterMissing	dstat	1500	all	30
Afr	AMH1	Vindija	outgroup	-0.1705	0.105221	-1.621	15	22	1481	medium	dpFilterMissing	dstat	1500	all	30
Afr	admix	Vindija	outgroup	-0.1601	0.095559	-1.675	21	29	1476	medium	dpFilterMissing	dstat	1500	all	31
Afr	AMH1	Vindija	outgroup	-0.0108	0.103163	-0.105	23	23	1472	medium	dpFilterMissing	dstat	1500	all	31
Afr	admix	Vindija	outgroup	-0.025	0.104505	-0.24	20	21	1477	medium	dpFilterMissing	dstat	1500	all	32
Afr	AMH1	Vindija	outgroup	-0.0105	0.126972	-0.083	18	19	1470	medium	dpFilterMissing	dstat	1500	all	32
Afr	admix	Vindija	outgroup	-0.1234	0.094516	-1.306	22	28	1477	medium	dpFilterMissing	dstat	1500	all	33
Afr	AMH1	Vindija	outgroup	0.0466	0.09565	0.487	23	21	1482	medium	dpFilterMissing	dstat	1500	all	33
Afr	admix	Vindija	outgroup	0.0248	0.111735	0.222	21	20	1481	medium	dpFilterMissing	dstat	1500	all	34
Afr	AMH1	Vindija	outgroup	0.1905	0.110663	1.722	22	15	1470	medium	dpFilterMissing	dstat	1500	all	34
Afr	admix	Vindija	outgroup	-0.0485	0.111556	-0.434	17	18	1473	medium	dpFilterMissing	dstat	1500	all	35
Afr	AMH1	Vindija	outgroup	-0.0501	0.095327	-0.526	18	20	1472	medium	dpFilterMissing	dstat	1500	all	35
Afr	admix	Vindija	outgroup	-0.1122	0.100015	-1.122	20	25	1475	medium	dpFilterMissing	dstat	1500	all	36
Afr	AMH1	Vindija	outgroup	-0.0266	0.090393	-0.294	24	25	1469	medium	dpFilterMissing	dstat	1500	all	36
Afr	admix	Vindija	outgroup	-0.1143	0.100661	-1.136	17	22	1466	medium	dpFilterMissing	dstat	1500	all	37
Afr	AMH1	Vindija	outgroup	0.0091	0.11951	0.076	18	18	1486	medium	dpFilterMissing	dstat	1500	all	37
Afr	admix	Vindija	outgroup	0.0501	0.100878	0.497	24	22	1480	medium	dpFilterMissing	dstat	1500	all	38
Afr	AMH1	Vindija	outgroup	0.0561	0.113704	0.494	24	22	1475	medium	dpFilterMissing	dstat	1500	all	38
Afr	admix	Vindija	outgroup	-0.1807	0.095556	-1.891	19	27	1471	medium	dpFilterMissing	dstat	1500	all	39
Afr	AMH1	Vindija	outgroup	-0.0192	0.098859	-0.194	23	24	1469	medium	dpFilterMissing	dstat	1500	all	39
Afr	admix	Vindija	outgroup	-0.069	0.10428	-0.662	21	24	1477	medium	dpFilterMissing	dstat	1500	all	40
Afr	AMH1	Vindija	outgroup	0.0399	0.102355	0.389	21	20	1475	medium	dpFilterMissing	dstat	1500	all	40
Afr	admix	Vindija	outgroup	-0.2554	0.09983	-2.558	19	32	1475	medium	dpFilterMissing	dstat	1500	all	41
Afr	AMH1	Vindija	outgroup	-0.1806	0.099233	-1.82	19	27	1468	medium	dpFilterMissing	dstat	1500	all	41
Afr	admix	Vindija	outgroup	-0.1006	0.090995	-1.105	22	27	1477	medium	dpFilterMissing	dstat	1500	all	42
Afr	AMH1	Vindija	outgroup	0.0546	0.088846	0.615	22	20	1475	medium	dpFilterMissing	dstat	1500	all	42
Afr	admix	Vindija	outgroup	-0.1002	0.105654	-0.949	21	25	1475	medium	dpFilterMissing	dstat	1500	all	43
Afr	AMH1	Vindija	outgroup	-0.0088	0.105229	-0.084	21	21	1481	medium	dpFilterMissing	dstat	1500	all	43
Afr	admix	Vindija	outgroup	-0.2104	0.101351	-2.076	18	28	1474	medium	dpFilterMissing	dstat	1500	all	44
Afr	AMH1	Vindija	outgroup	-0.0872	0.103472	-0.843	19	22	1475	medium	dpFilterMissing	dstat	1500	all	44
Afr	admix	Vindija	outgroup	-0.1544	0.098021	-1.575	20	27	1475	medium	dpFilterMissing	dstat	1500	all	45
Afr	AMH1	Vindija	outgroup	0.1755	0.098759	1.777	25	17	1474	medium	dpFilterMissing	dstat	1500	all	45
Afr	admix	Vindija	outgroup	-0.0864	0.094184	-0.917	22	26	1478	medium	dpFilterMissing	dstat	1500	all	46
Afr	AMH1	Vindija	outgroup	0.1526	0.099426	1.535	26	19	1478	medium	dpFilterMissing	dstat	1500	all	46
Afr	admix	Vindija	outgroup	-0.1246	0.098121	-1.27	21	27	1479	medium	dpFilterMissing	dstat	1500	all	47
Afr	AMH1	Vindija	outgroup	-0.09	0.101823	-0.884	19	22	1482	medium	dpFilterMissing	dstat	1500	all	47
Afr	admix	Vindija	outgroup	-0.2247	0.096545	-2.328	23	37	1471	medium	dpFilterMissing	dstat	1500	all	48
Afr	AMH1	Vindija	outgroup	-0.1324	0.096305	-1.375	25	32	1476	medium	dpFilterMissing	dstat	1500	all	48
Afr	admix	Vindija	outgroup	-0.0872	0.098128	-0.889	21	25	1479	medium	dpFilterMissing	dstat	1500	all	49
Afr	AMH1	Vindija	outgroup	0.1013	0.101294	1	25	20	1473	medium	dpFilterMissing	dstat	1500	all	49
Afr	admix	Vindija	outgroup	-0.1332	0.094785	-1.406	23	29	1471	medium	dpFilterMissing	dstat	1500	all	50
Afr	AMH1	Vindija	outgroup	-0.0245	0.100602	-0.243	23	24	1470	medium	dpFilterMissing	dstat	1500	all	50
Afr	admix	Vindija	outgroup	-0.195	0.104104	-1.874	16	24	1480	medium	dpFilterMissing	dstat	1500	all	51
Afr	AMH1	Vindija	outgroup	0.0769	0.107357	0.717	22	19	1481	medium	dpFilterMissing	dstat	1500	all	51
Afr	admix	Vindija	outgroup	0.0559	0.096006	0.583	25	22	1478	medium	dpFilterMissing	dstat	1500	all	52
Afr	AMH1	Vindija	outgroup	0.1192	0.099899	1.193	26	20	1465	medium	dpFilterMissing	dstat	1500	all	52
Afr	admix	Vindija	outgroup	-0.0499	0.108641	-0.46	21	23	1470	medium	dpFilterMissing	dstat	1500	all	53
Afr	AMH1	Vindija	outgroup	-0.1734	0.109443	-1.584	18	25	1473	medium	dpFilterMissing	dstat	1500	all	53
Afr	admix	Vindija	outgroup	0.0962	0.1047	0.919	21	17	1474	medium	dpFilterMissing	dstat	1500	all	54
Afr	AMH1	Vindija	outgroup	0.1264	0.115535	1.094	21	16	1475	medium	dpFilterMissing	dstat	1500	all	54
Afr	admix	Vindija	outgroup	-0.2147	0.095475	-2.248	18	28	1467	medium	dpFilterMissing	dstat	1500	all	55
Afr	AMH1	Vindija	outgroup	-0.1242	0.10398	-1.195	16	20	1480	medium	dpFilterMissing	dstat	1500	all	55
Afr	admix	Vindija	outgroup	-0.1331	0.085937	-1.549	24	31	1477	medium	dpFilterMissing	dstat	1500	all	56
Afr	AMH1	Vindija	outgroup	0.1215	0.092582	1.313	30	24	1475	medium	dpFilterMissing	dstat	1500	all	56
Afr	admix	Vindija	outgroup	0.08	0.102677	0.779	29	24	1476	medium	dpFilterMissing	dstat	1500	all	57
Afr	AMH1	Vindija	outgroup	0.0925	0.107275	0.863	26	22	1480	medium	dpFilterMissing	dstat	1500	all	57
Afr	admix	Vindija	outgroup	-0.1247	0.101579	-1.228	19	24	1470	medium	dpFilterMissing	dstat	1500	all	58
Afr	AMH1	Vindija	outgroup	0.0783	0.114419	0.684	21	18	1477	medium	dpFilterMissing	dstat	1500	all	58
Afr	admix	Vindija	outgroup	-0.115	0.111726	-1.029	19	24	1476	medium	dpFilterMissing	dstat	1500	all	59
Afr	AMH1	Vindija	outgroup	0.0025	0.109958	0.023	20	20	1461	medium	dpFilterMissing	dstat	1500	all	59
Afr	admix	Vindija	outgroup	-0.2805	0.08435	-3.325	18	33	1479	medium	dpFilterMissing	dstat	1500	all	60
Afr	AMH1	Vindija	outgroup	-0.0883	0.092285	-0.957	22	26	1476	medium	dpFilterMissing	dstat	1500	all	60
Afr	admix	Vindija	outgroup	-0.1033	0.106239	-0.972	23	28	1471	medium	dpFilterMissing	dstat	1500	all	61
Afr	AMH1	Vindija	outgroup	0.0291	0.107928	0.269	25	23	1464	medium	dpFilterMissing	dstat	1500	all	61
Afr	admix	Vindija	outgroup	-0.0746	0.108091	-0.69	21	24	1467	medium	dpFilterMissing	dstat	1500	all	62
Afr	AMH1	Vindija	outgroup	-0.012	0.100583	-0.119	19	20	1467	medium	dpFilterMissing	dstat	1500	all	62
Afr	admix	Vindija	outgroup	-0.1294	0.092734	-1.396	21	27	1473	medium	dpFilterMissing	dstat	1500	all	63
Afr	AMH1	Vindija	outgroup	-0.0399	0.095209	-0.419	22	24	1475	medium	dpFilterMissing	dstat	1500	all	63
Afr	admix	Vindija	outgroup	-0.3783	0.094291	-4.012	14	32	1467	medium	dpFilterMissing	dstat	1500	all	64
Afr	AMH1	Vindija	outgroup	-0.1456	0.103008	-1.413	18	23	1475	medium	dpFilterMissing	dstat	1500	all	64
Afr	admix	Vindija	outgroup	-0.1267	0.104855	-1.209	20	26	1482	medium	dpFilterMissing	dstat	1500	all	65
Afr	AMH1	Vindija	outgroup	0.0592	0.110465	0.536	23	21	1474	medium	dpFilterMissing	dstat	1500	all	65
Afr	admix	Vindija	outgroup	-0.162	0.100908	-1.605	25	35	1479	medium	dpFilterMissing	dstat	1500	all	66
Afr	AMH1	Vindija	outgroup	0.0423	0.094786	0.447	28	26	1479	medium	dpFilterMissing	dstat	1500	all	66
Afr	admix	Vindija	outgroup	-0.1303	0.095604	-1.363	21	27	1462	medium	dpFilterMissing	dstat	1500	all	67
Afr	AMH1	Vindija	outgroup	-0.0195	0.095341	-0.204	23	24	1472	medium	dpFilterMissing	dstat	1500	all	67
Afr	admix	Vindija	outgroup	0.0657	0.095341	0.689	31	27	1483	medium	dpFilterMissing	dstat	1500	all	68
Afr	AMH1	Vindija	outgroup	-0.0118	0.092665	-0.127	27	27	1478	medium	dpFilterMissing	dstat	1500	all	68
Afr	admix	Vindija	outgroup	-0.0932	0.095693	-0.974	23	28	1476	medium	dpFilterMissing	dstat	1500	all	69
Afr	AMH1	Vindija	outgroup	-0.0011	0.093432	-0.012	24	24	1474	medium	dpFilterMissing	dstat	1500	all	69
Afr	admix	Vindija	outgroup	-0.1163	0.084998	-1.368	26	33	1471	medium	dpFilterMissing	dstat	1500	all	70
