W	X	Y	Z	D	stderr	Zscore	BABA	ABBA	nsnps	timescale	parameters	stat	ds	select	rep
Afr	admix	Vindija	outgroup	-0.1056	0.006597	-16.01	12930	15984	896186	medium	missing-0.1	dstat	1000000	all	0
Afr	AMH1	Vindija	outgroup	0.0044	0.004259	1.034	13459	13341	895254	medium	missing-0.1	dstat	1000000	all	0
Afr	admix	Vindija	outgroup	-0.1155	0.00642	-17.99	12740	16067	896458	medium	missing-0.1	dstat	1000000	all	1
Afr	AMH1	Vindija	outgroup	0.0024	0.00413	0.588	13383	13318	895736	medium	missing-0.1	dstat	1000000	all	1
Afr	admix	Vindija	outgroup	-0.1167	0.00651	-17.923	12726	16088	896389	medium	missing-0.1	dstat	1000000	all	2
Afr	AMH1	Vindija	outgroup	-0.0036	0.004238	-0.857	13338	13435	895861	medium	missing-0.1	dstat	1000000	all	2
Afr	admix	Vindija	outgroup	-0.1096	0.006607	-16.588	12775	15919	896196	medium	missing-0.1	dstat	1000000	all	3
Afr	AMH1	Vindija	outgroup	0.0029	0.004218	0.694	13380	13302	895692	medium	missing-0.1	dstat	1000000	all	3
Afr	admix	Vindija	outgroup	-0.1078	0.006318	-17.063	12788	15877	896005	medium	missing-0.1	dstat	1000000	all	4
Afr	AMH1	Vindija	outgroup	0.0083	0.004099	2.031	13458	13236	895847	medium	missing-0.1	dstat	1000000	all	4
Afr	admix	Vindija	outgroup	-0.1141	0.006472	-17.628	12853	16163	895426	medium	missing-0.1	dstat	1000000	all	5
Afr	AMH1	Vindija	outgroup	0.0046	0.004173	1.105	13563	13439	896083	medium	missing-0.1	dstat	1000000	all	5
Afr	admix	Vindija	outgroup	-0.1154	0.006478	-17.81	12716	16033	895784	medium	missing-0.1	dstat	1000000	all	6
Afr	AMH1	Vindija	outgroup	0.005	0.004174	1.189	13452	13319	895908	medium	missing-0.1	dstat	1000000	all	6
Afr	admix	Vindija	outgroup	-0.1156	0.006321	-18.296	12763	16101	896301	medium	missing-0.1	dstat	1000000	all	7
Afr	AMH1	Vindija	outgroup	0.0025	0.004114	0.597	13455	13390	895762	medium	missing-0.1	dstat	1000000	all	7
Afr	admix	Vindija	outgroup	-0.114	0.006614	-17.23	12719	15990	895657	medium	missing-0.1	dstat	1000000	all	8
Afr	AMH1	Vindija	outgroup	0.0027	0.004313	0.627	13461	13388	896030	medium	missing-0.1	dstat	1000000	all	8
Afr	admix	Vindija	outgroup	-0.1148	0.006683	-17.171	12785	16099	896008	medium	missing-0.1	dstat	1000000	all	9
Afr	AMH1	Vindija	outgroup	0.0015	0.003911	0.373	13389	13350	895733	medium	missing-0.1	dstat	1000000	all	9
Afr	admix	Vindija	outgroup	-0.1118	0.00632	-17.692	12750	15959	896263	medium	missing-0.1	dstat	1000000	all	10
Afr	AMH1	Vindija	outgroup	0.0015	0.004217	0.345	13414	13375	895663	medium	missing-0.1	dstat	1000000	all	10
Afr	admix	Vindija	outgroup	-0.12	0.00617	-19.445	12708	16173	895709	medium	missing-0.1	dstat	1000000	all	11
Afr	AMH1	Vindija	outgroup	-0.0061	0.004047	-1.52	13373	13539	895865	medium	missing-0.1	dstat	1000000	all	11
Afr	admix	Vindija	outgroup	-0.1192	0.006439	-18.514	12692	16127	896136	medium	missing-0.1	dstat	1000000	all	12
Afr	AMH1	Vindija	outgroup	5e-04	0.004332	0.114	13406	13392	895980	medium	missing-0.1	dstat	1000000	all	12
Afr	admix	Vindija	outgroup	-0.1162	0.006552	-17.734	12841	16217	896175	medium	missing-0.1	dstat	1000000	all	13
Afr	AMH1	Vindija	outgroup	0.007	0.00414	1.697	13582	13393	895790	medium	missing-0.1	dstat	1000000	all	13
Afr	admix	Vindija	outgroup	-0.1076	0.006366	-16.906	12940	16060	895733	medium	missing-0.1	dstat	1000000	all	14
Afr	AMH1	Vindija	outgroup	0.0092	0.004207	2.177	13632	13384	895994	medium	missing-0.1	dstat	1000000	all	14
Afr	admix	Vindija	outgroup	-0.1103	0.006731	-16.38	12876	16067	896145	medium	missing-0.1	dstat	1000000	all	15
Afr	AMH1	Vindija	outgroup	0.005	0.004152	1.198	13524	13390	896004	medium	missing-0.1	dstat	1000000	all	15
Afr	admix	Vindija	outgroup	-0.1107	0.006428	-17.224	12861	16062	895994	medium	missing-0.1	dstat	1000000	all	16
Afr	AMH1	Vindija	outgroup	0.0043	0.004076	1.063	13560	13443	895806	medium	missing-0.1	dstat	1000000	all	16
Afr	admix	Vindija	outgroup	-0.1129	0.006636	-17.008	12904	16186	896008	medium	missing-0.1	dstat	1000000	all	17
Afr	AMH1	Vindija	outgroup	0.0058	0.004329	1.348	13544	13387	896157	medium	missing-0.1	dstat	1000000	all	17
Afr	admix	Vindija	outgroup	-0.1149	0.006636	-17.314	12865	16205	895883	medium	missing-0.1	dstat	1000000	all	18
Afr	AMH1	Vindija	outgroup	0.0025	0.004028	0.616	13519	13452	895925	medium	missing-0.1	dstat	1000000	all	18
Afr	admix	Vindija	outgroup	-0.1158	0.006395	-18.106	12731	16065	895516	medium	missing-0.1	dstat	1000000	all	19
Afr	AMH1	Vindija	outgroup	-3e-04	0.004283	-0.062	13349	13356	895880	medium	missing-0.1	dstat	1000000	all	19
Afr	admix	Vindija	outgroup	-0.1186	0.006452	-18.374	12757	16188	896157	medium	missing-0.1	dstat	1000000	all	20
Afr	AMH1	Vindija	outgroup	-0.0046	0.004243	-1.093	13376	13501	895968	medium	missing-0.1	dstat	1000000	all	20
Afr	admix	Vindija	outgroup	-0.1133	0.006786	-16.695	12772	16035	895861	medium	missing-0.1	dstat	1000000	all	21
Afr	AMH1	Vindija	outgroup	-0.0046	0.004182	-1.097	13372	13496	895828	medium	missing-0.1	dstat	1000000	all	21
Afr	admix	Vindija	outgroup	-0.1093	0.006647	-16.449	12852	16007	896279	medium	missing-0.1	dstat	1000000	all	22
Afr	AMH1	Vindija	outgroup	0.002	0.004607	0.432	13473	13419	896363	medium	missing-0.1	dstat	1000000	all	22
Afr	admix	Vindija	outgroup	-0.1148	0.006388	-17.972	12780	16094	895612	medium	missing-0.1	dstat	1000000	all	23
Afr	AMH1	Vindija	outgroup	-0.0028	0.004382	-0.647	13408	13484	896200	medium	missing-0.1	dstat	1000000	all	23
Afr	admix	Vindija	outgroup	-0.1138	0.006498	-17.51	12836	16132	896354	medium	missing-0.1	dstat	1000000	all	24
Afr	AMH1	Vindija	outgroup	0.0029	0.00408	0.716	13432	13354	895831	medium	missing-0.1	dstat	1000000	all	24
Afr	admix	Vindija	outgroup	-0.1197	0.006358	-18.833	12742	16207	896042	medium	missing-0.1	dstat	1000000	all	25
Afr	AMH1	Vindija	outgroup	-0.004	0.00424	-0.942	13456	13564	895981	medium	missing-0.1	dstat	1000000	all	25
Afr	admix	Vindija	outgroup	-0.1148	0.006286	-18.271	12955	16316	896492	medium	missing-0.1	dstat	1000000	all	26
Afr	AMH1	Vindija	outgroup	-0.0033	0.004066	-0.805	13484	13573	895884	medium	missing-0.1	dstat	1000000	all	26
Afr	admix	Vindija	outgroup	-0.107	0.006514	-16.435	12925	16024	895711	medium	missing-0.1	dstat	1000000	all	27
Afr	AMH1	Vindija	outgroup	-0.0013	0.004173	-0.316	13516	13551	896229	medium	missing-0.1	dstat	1000000	all	27
Afr	admix	Vindija	outgroup	-0.1173	0.006144	-19.098	12868	16288	896340	medium	missing-0.1	dstat	1000000	all	28
Afr	AMH1	Vindija	outgroup	0.006	0.00427	1.414	13566	13403	895537	medium	missing-0.1	dstat	1000000	all	28
Afr	admix	Vindija	outgroup	-0.1234	0.006674	-18.494	12657	16221	895741	medium	missing-0.1	dstat	1000000	all	29
Afr	AMH1	Vindija	outgroup	-6e-04	0.004214	-0.134	13367	13382	896117	medium	missing-0.1	dstat	1000000	all	29
Afr	admix	Vindija	outgroup	-0.114	0.006576	-17.331	12817	16114	896330	medium	missing-0.1	dstat	1000000	all	30
Afr	AMH1	Vindija	outgroup	8e-04	0.00445	0.185	13430	13407	896110	medium	missing-0.1	dstat	1000000	all	30
Afr	admix	Vindija	outgroup	-0.1117	0.006306	-17.722	12889	16131	896168	medium	missing-0.1	dstat	1000000	all	31
Afr	AMH1	Vindija	outgroup	0.0034	0.004018	0.837	13500	13410	896134	medium	missing-0.1	dstat	1000000	all	31
Afr	admix	Vindija	outgroup	-0.112	0.006431	-17.421	12929	16190	895608	medium	missing-0.1	dstat	1000000	all	32
Afr	AMH1	Vindija	outgroup	-4e-04	0.004196	-0.104	13473	13484	896207	medium	missing-0.1	dstat	1000000	all	32
Afr	admix	Vindija	outgroup	-0.1169	0.00639	-18.287	12810	16199	896602	medium	missing-0.1	dstat	1000000	all	33
Afr	AMH1	Vindija	outgroup	-0.0046	0.004307	-1.06	13365	13487	896088	medium	missing-0.1	dstat	1000000	all	33
Afr	admix	Vindija	outgroup	-0.108	0.006383	-16.927	12969	16111	895929	medium	missing-0.1	dstat	1000000	all	34
Afr	AMH1	Vindija	outgroup	0.0032	0.004263	0.761	13519	13432	895771	medium	missing-0.1	dstat	1000000	all	34
Afr	admix	Vindija	outgroup	-0.1143	0.006657	-17.178	12785	16086	895541	medium	missing-0.1	dstat	1000000	all	35
Afr	AMH1	Vindija	outgroup	-2e-04	0.004237	-0.057	13414	13420	895809	medium	missing-0.1	dstat	1000000	all	35
Afr	admix	Vindija	outgroup	-0.1179	0.006582	-17.909	12708	16103	895768	medium	missing-0.1	dstat	1000000	all	36
Afr	AMH1	Vindija	outgroup	0.003	0.004239	0.715	13385	13304	896337	medium	missing-0.1	dstat	1000000	all	36
Afr	admix	Vindija	outgroup	-0.114	0.006645	-17.16	12855	16163	896014	medium	missing-0.1	dstat	1000000	all	37
Afr	AMH1	Vindija	outgroup	0.0039	0.004271	0.902	13506	13402	895934	medium	missing-0.1	dstat	1000000	all	37
Afr	admix	Vindija	outgroup	-0.113	0.006541	-17.271	12764	16015	896089	medium	missing-0.1	dstat	1000000	all	38
Afr	AMH1	Vindija	outgroup	0.0016	0.00412	0.379	13328	13286	895997	medium	missing-0.1	dstat	1000000	all	38
Afr	admix	Vindija	outgroup	-0.1157	0.006292	-18.382	12834	16191	896248	medium	missing-0.1	dstat	1000000	all	39
Afr	AMH1	Vindija	outgroup	0.0021	0.004278	0.49	13515	13458	895911	medium	missing-0.1	dstat	1000000	all	39
Afr	admix	Vindija	outgroup	-0.1207	0.00635	-19	12743	16240	896461	medium	missing-0.1	dstat	1000000	all	40
Afr	AMH1	Vindija	outgroup	0.0028	0.004056	0.69	13442	13367	895932	medium	missing-0.1	dstat	1000000	all	40
Afr	admix	Vindija	outgroup	-0.1187	0.006611	-17.962	12691	16110	895753	medium	missing-0.1	dstat	1000000	all	41
Afr	AMH1	Vindija	outgroup	-0.0065	0.004122	-1.585	13284	13459	895900	medium	missing-0.1	dstat	1000000	all	41
Afr	admix	Vindija	outgroup	-0.1175	0.006713	-17.506	12694	16075	896201	medium	missing-0.1	dstat	1000000	all	42
Afr	AMH1	Vindija	outgroup	0.0035	0.004122	0.843	13448	13355	895789	medium	missing-0.1	dstat	1000000	all	42
Afr	admix	Vindija	outgroup	-0.1236	0.006403	-19.298	12708	16291	896534	medium	missing-0.1	dstat	1000000	all	43
Afr	AMH1	Vindija	outgroup	-0.0048	0.004063	-1.17	13399	13527	896332	medium	missing-0.1	dstat	1000000	all	43
Afr	admix	Vindija	outgroup	-0.1097	0.006476	-16.941	12959	16152	895938	medium	missing-0.1	dstat	1000000	all	44
Afr	AMH1	Vindija	outgroup	0.0047	0.00425	1.116	13577	13449	895441	medium	missing-0.1	dstat	1000000	all	44
Afr	admix	Vindija	outgroup	-0.115	0.006536	-17.592	12828	16161	896308	medium	missing-0.1	dstat	1000000	all	45
Afr	AMH1	Vindija	outgroup	-0.0072	0.004309	-1.675	13368	13563	895908	medium	missing-0.1	dstat	1000000	all	45
Afr	admix	Vindija	outgroup	-0.1149	0.006431	-17.862	12815	16141	896293	medium	missing-0.1	dstat	1000000	all	46
Afr	AMH1	Vindija	outgroup	-0.0035	0.004217	-0.837	13381	13476	896153	medium	missing-0.1	dstat	1000000	all	46
Afr	admix	Vindija	outgroup	-0.1152	0.006433	-17.903	12750	16069	895924	medium	missing-0.1	dstat	1000000	all	47
Afr	AMH1	Vindija	outgroup	-0.0035	0.004033	-0.87	13371	13465	895800	medium	missing-0.1	dstat	1000000	all	47
Afr	admix	Vindija	outgroup	-0.116	0.006473	-17.914	12810	16170	896592	medium	missing-0.1	dstat	1000000	all	48
Afr	AMH1	Vindija	outgroup	-0.0027	0.004129	-0.66	13400	13473	896076	medium	missing-0.1	dstat	1000000	all	48
Afr	admix	Vindija	outgroup	-0.1145	0.006637	-17.257	12878	16208	896037	medium	missing-0.1	dstat	1000000	all	49
Afr	AMH1	Vindija	outgroup	-0.0038	0.004106	-0.928	13411	13514	895794	medium	missing-0.1	dstat	1000000	all	49
Afr	admix	Vindija	outgroup	-0.1158	0.006595	-17.563	12802	16156	895762	medium	missing-0.1	dstat	1000000	all	50
Afr	AMH1	Vindija	outgroup	-0.0041	0.004385	-0.943	13341	13452	895785	medium	missing-0.1	dstat	1000000	all	50
Afr	admix	Vindija	outgroup	-0.114	0.006406	-17.796	12782	16071	896164	medium	missing-0.1	dstat	1000000	all	51
Afr	AMH1	Vindija	outgroup	-0.0032	0.00418	-0.754	13422	13507	895858	medium	missing-0.1	dstat	1000000	all	51
Afr	admix	Vindija	outgroup	-0.1135	0.006743	-16.832	12758	16025	896276	medium	missing-0.1	dstat	1000000	all	52
Afr	AMH1	Vindija	outgroup	0.0014	0.004175	0.336	13393	13355	896316	medium	missing-0.1	dstat	1000000	all	52
Afr	admix	Vindija	outgroup	-0.116	0.006376	-18.191	12772	16124	895989	medium	missing-0.1	dstat	1000000	all	53
Afr	AMH1	Vindija	outgroup	0.006	0.003794	1.582	13452	13292	895705	medium	missing-0.1	dstat	1000000	all	53
Afr	admix	Vindija	outgroup	-0.1166	0.006444	-18.086	12721	16078	895611	medium	missing-0.1	dstat	1000000	all	54
Afr	AMH1	Vindija	outgroup	-4e-04	0.004076	-0.107	13428	13440	895347	medium	missing-0.1	dstat	1000000	all	54
Afr	admix	Vindija	outgroup	-0.1205	0.006451	-18.682	12643	16108	895815	medium	missing-0.1	dstat	1000000	all	55
Afr	AMH1	Vindija	outgroup	-4e-04	0.004249	-0.093	13367	13378	896242	medium	missing-0.1	dstat	1000000	all	55
Afr	admix	Vindija	outgroup	-0.1094	0.006724	-16.267	12900	16068	896192	medium	missing-0.1	dstat	1000000	all	56
Afr	AMH1	Vindija	outgroup	3e-04	0.004225	0.067	13450	13442	895602	medium	missing-0.1	dstat	1000000	all	56
Afr	admix	Vindija	outgroup	-0.1121	0.006424	-17.442	12995	16274	895561	medium	missing-0.1	dstat	1000000	all	57
Afr	AMH1	Vindija	outgroup	0.0061	0.00417	1.456	13607	13443	896107	medium	missing-0.1	dstat	1000000	all	57
Afr	admix	Vindija	outgroup	-0.1146	0.006334	-18.089	12804	16118	896038	medium	missing-0.1	dstat	1000000	all	58
Afr	AMH1	Vindija	outgroup	0.0031	0.004316	0.72	13479	13395	895894	medium	missing-0.1	dstat	1000000	all	58
Afr	admix	Vindija	outgroup	-0.1147	0.006728	-17.048	12850	16179	896427	medium	missing-0.1	dstat	1000000	all	59
Afr	AMH1	Vindija	outgroup	0.0031	0.004244	0.735	13529	13445	896748	medium	missing-0.1	dstat	1000000	all	59
Afr	admix	Vindija	outgroup	-0.1089	0.006622	-16.449	12817	15949	895656	medium	missing-0.1	dstat	1000000	all	60
Afr	AMH1	Vindija	outgroup	0.0052	0.004413	1.168	13488	13349	896302	medium	missing-0.1	dstat	1000000	all	60
Afr	admix	Vindija	outgroup	-0.1094	0.006576	-16.635	12881	16044	895991	medium	missing-0.1	dstat	1000000	all	61
Afr	AMH1	Vindija	outgroup	0.0089	0.004329	2.066	13540	13300	896112	medium	missing-0.1	dstat	1000000	all	61
Afr	admix	Vindija	outgroup	-0.1186	0.006711	-17.675	12670	16080	896059	medium	missing-0.1	dstat	1000000	all	62
Afr	AMH1	Vindija	outgroup	-0.0063	0.004164	-1.51	13244	13411	896073	medium	missing-0.1	dstat	1000000	all	62
Afr	admix	Vindija	outgroup	-0.1119	0.006625	-16.886	12855	16093	896650	medium	missing-0.1	dstat	1000000	all	63
Afr	AMH1	Vindija	outgroup	0.0033	0.004201	0.793	13457	13368	896174	medium	missing-0.1	dstat	1000000	all	63
Afr	admix	Vindija	outgroup	-0.1128	0.006481	-17.405	12750	15991	895906	medium	missing-0.1	dstat	1000000	all	64
Afr	AMH1	Vindija	outgroup	0.0065	0.004121	1.584	13413	13239	896017	medium	missing-0.1	dstat	1000000	all	64
Afr	admix	Vindija	outgroup	-0.11	0.006745	-16.304	12935	16130	896156	medium	missing-0.1	dstat	1000000	all	65
Afr	AMH1	Vindija	outgroup	7e-04	0.004157	0.164	13487	13469	895812	medium	missing-0.1	dstat	1000000	all	65
Afr	admix	Vindija	outgroup	-0.1157	0.006485	-17.836	12858	16221	896183	medium	missing-0.1	dstat	1000000	all	66
Afr	AMH1	Vindija	outgroup	0.0037	0.004149	0.893	13546	13447	896250	medium	missing-0.1	dstat	1000000	all	66
Afr	admix	Vindija	outgroup	-0.1092	0.006788	-16.086	12853	16003	896237	medium	missing-0.1	dstat	1000000	all	67
Afr	AMH1	Vindija	outgroup	0.0109	0.004346	2.501	13572	13281	895731	medium	missing-0.1	dstat	1000000	all	67
Afr	admix	Vindija	outgroup	-0.1164	0.006498	-17.908	12863	16251	896311	medium	missing-0.1	dstat	1000000	all	68
Afr	AMH1	Vindija	outgroup	-0.0043	0.004092	-1.058	13454	13571	896057	medium	missing-0.1	dstat	1000000	all	68
Afr	admix	Vindija	outgroup	-0.1186	0.006416	-18.486	12799	16243	895597	medium	missing-0.1	dstat	1000000	all	69
Afr	AMH1	Vindija	outgroup	0.004	0.004203	0.945	13568	13460	896038	medium	missing-0.1	dstat	1000000	all	69
Afr	admix	Vindija	outgroup	-0.1059	0.006437	-16.453	12904	15960	896420	medium	missing-0.1	dstat	1000000	all	70
Afr	AMH1	Vindija	outgroup	0.0071	0.004136	1.71	13490	13301	895422	medium	missing-0.1	dstat	1000000	all	70
Afr	admix	Vindija	outgroup	-0.1171	0.006416	-18.249	12749	16129	896087	medium	missing-0.1	dstat	1000000	all	71
Afr	AMH1	Vindija	outgroup	0.0072	0.004112	1.762	13442	13249	895943	medium	missing-0.1	dstat	1000000	all	71
Afr	admix	Vindija	outgroup	-0.1194	0.006528	-18.287	12841	16322	896202	medium	missing-0.1	dstat	1000000	all	72
Afr	AMH1	Vindija	outgroup	-0.003	0.00439	-0.686	13473	13554	895543	medium	missing-0.1	dstat	1000000	all	72
Afr	admix	Vindija	outgroup	-0.1157	0.006411	-18.047	12731	16062	895613	medium	missing-0.1	dstat	1000000	all	73
Afr	AMH1	Vindija	outgroup	0.0029	0.004435	0.649	13384	13307	896205	medium	missing-0.1	dstat	1000000	all	73
Afr	admix	Vindija	outgroup	-0.1239	0.006438	-19.242	12671	16254	896324	medium	missing-0.1	dstat	1000000	all	74
Afr	AMH1	Vindija	outgroup	0.0026	0.004304	0.611	13440	13369	896187	medium	missing-0.1	dstat	1000000	all	74
Afr	admix	Vindija	outgroup	-0.1203	0.006192	-19.421	12645	16101	895529	medium	missing-0.1	dstat	1000000	all	75
Afr	AMH1	Vindija	outgroup	-0.0128	0.004272	-3.004	13157	13499	895578	medium	missing-0.1	dstat	1000000	all	75
Afr	admix	Vindija	outgroup	-0.1129	0.006551	-17.239	12824	16089	896285	medium	missing-0.1	dstat	1000000	all	76
Afr	AMH1	Vindija	outgroup	-0.0016	0.0042	-0.38	13410	13453	896263	medium	missing-0.1	dstat	1000000	all	76
Afr	admix	Vindija	outgroup	-0.114	0.006407	-17.793	12773	16060	895572	medium	missing-0.1	dstat	1000000	all	77
Afr	AMH1	Vindija	outgroup	0.0033	0.004014	0.828	13407	13318	895784	medium	missing-0.1	dstat	1000000	all	77
Afr	admix	Vindija	outgroup	-0.1202	0.00675	-17.814	12663	16124	896543	medium	missing-0.1	dstat	1000000	all	78
Afr	AMH1	Vindija	outgroup	8e-04	0.004366	0.178	13446	13425	896281	medium	missing-0.1	dstat	1000000	all	78
Afr	admix	Vindija	outgroup	-0.1125	0.006529	-17.229	12880	16145	896497	medium	missing-0.1	dstat	1000000	all	79
Afr	AMH1	Vindija	outgroup	0.0047	0.003984	1.183	13574	13447	895879	medium	missing-0.1	dstat	1000000	all	79
Afr	admix	Vindija	outgroup	-0.1225	0.006446	-18.997	12782	16349	896169	medium	missing-0.1	dstat	1000000	all	80
Afr	AMH1	Vindija	outgroup	0.004	0.004321	0.92	13549	13442	896254	medium	missing-0.1	dstat	1000000	all	80
Afr	admix	Vindija	outgroup	-0.1117	0.006595	-16.939	12823	16048	895955	medium	missing-0.1	dstat	1000000	all	81
Afr	AMH1	Vindija	outgroup	0.0021	0.004163	0.513	13479	13422	896333	medium	missing-0.1	dstat	1000000	all	81
Afr	admix	Vindija	outgroup	-0.1146	0.006509	-17.603	12742	16039	895997	medium	missing-0.1	dstat	1000000	all	82
Afr	AMH1	Vindija	outgroup	0.0024	0.004369	0.538	13379	13316	895919	medium	missing-0.1	dstat	1000000	all	82
Afr	admix	Vindija	outgroup	-0.1152	0.006425	-17.925	12860	16207	896166	medium	missing-0.1	dstat	1000000	all	83
Afr	AMH1	Vindija	outgroup	0.0031	0.004113	0.744	13534	13452	896263	medium	missing-0.1	dstat	1000000	all	83
Afr	admix	Vindija	outgroup	-0.1112	0.006783	-16.388	12850	16063	896164	medium	missing-0.1	dstat	1000000	all	84
Afr	AMH1	Vindija	outgroup	0.0014	0.004166	0.335	13393	13356	896012	medium	missing-0.1	dstat	1000000	all	84
Afr	admix	Vindija	outgroup	-0.1145	0.006426	-17.81	12740	16033	895760	medium	missing-0.1	dstat	1000000	all	85
Afr	AMH1	Vindija	outgroup	0.0032	0.004216	0.763	13365	13280	896191	medium	missing-0.1	dstat	1000000	all	85
Afr	admix	Vindija	outgroup	-0.1139	0.006369	-17.88	12874	16183	896026	medium	missing-0.1	dstat	1000000	all	86
Afr	AMH1	Vindija	outgroup	0.0056	0.00416	1.355	13563	13411	895961	medium	missing-0.1	dstat	1000000	all	86
Afr	admix	Vindija	outgroup	-0.1203	0.00634	-18.977	12722	16201	896105	medium	missing-0.1	dstat	1000000	all	87
Afr	AMH1	Vindija	outgroup	0.0021	0.004193	0.489	13431	13376	895838	medium	missing-0.1	dstat	1000000	all	87
Afr	admix	Vindija	outgroup	-0.118	0.006217	-18.98	12767	16182	896008	medium	missing-0.1	dstat	1000000	all	88
Afr	AMH1	Vindija	outgroup	-0.0014	0.004144	-0.346	13440	13478	896135	medium	missing-0.1	dstat	1000000	all	88
Afr	admix	Vindija	outgroup	-0.1143	0.006456	-17.707	12780	16078	896328	medium	missing-0.1	dstat	1000000	all	89
Afr	AMH1	Vindija	outgroup	-0.004	0.004272	-0.937	13345	13452	895851	medium	missing-0.1	dstat	1000000	all	89
Afr	admix	Vindija	outgroup	-0.123	0.00624	-19.711	12659	16210	895833	medium	missing-0.1	dstat	1000000	all	90
Afr	AMH1	Vindija	outgroup	-0.0043	0.004339	-0.988	13364	13480	896158	medium	missing-0.1	dstat	1000000	all	90
Afr	admix	Vindija	outgroup	-0.1128	0.006658	-16.944	12838	16103	896291	medium	missing-0.1	dstat	1000000	all	91
Afr	AMH1	Vindija	outgroup	0.0021	0.004486	0.463	13417	13362	896023	medium	missing-0.1	dstat	1000000	all	91
Afr	admix	Vindija	outgroup	-0.1104	0.006583	-16.774	12890	16089	896628	medium	missing-0.1	dstat	1000000	all	92
Afr	AMH1	Vindija	outgroup	0.0046	0.004223	1.091	13503	13379	895633	medium	missing-0.1	dstat	1000000	all	92
Afr	admix	Vindija	outgroup	-0.1147	0.0066	-17.378	12936	16287	895701	medium	missing-0.1	dstat	1000000	all	93
Afr	AMH1	Vindija	outgroup	0.0064	0.004258	1.5	13620	13447	895810	medium	missing-0.1	dstat	1000000	all	93
Afr	admix	Vindija	outgroup	-0.1175	0.006549	-17.937	12779	16180	896108	medium	missing-0.1	dstat	1000000	all	94
Afr	AMH1	Vindija	outgroup	-0.0047	0.004146	-1.138	13369	13496	895777	medium	missing-0.1	dstat	1000000	all	94
Afr	admix	Vindija	outgroup	-0.1188	0.006687	-17.758	12752	16188	896632	medium	missing-0.1	dstat	1000000	all	95
Afr	AMH1	Vindija	outgroup	0.0036	0.004434	0.806	13410	13314	896489	medium	missing-0.1	dstat	1000000	all	95
Afr	admix	Vindija	outgroup	-0.1122	0.006353	-17.655	12883	16138	895691	medium	missing-0.1	dstat	1000000	all	96
Afr	AMH1	Vindija	outgroup	4e-04	0.004472	0.095	13527	13515	895704	medium	missing-0.1	dstat	1000000	all	96
Afr	admix	Vindija	outgroup	-0.1147	0.006285	-18.243	12785	16095	896227	medium	missing-0.1	dstat	1000000	all	97
Afr	AMH1	Vindija	outgroup	8e-04	0.004004	0.209	13412	13390	896591	medium	missing-0.1	dstat	1000000	all	97
Afr	admix	Vindija	outgroup	-0.1133	0.006491	-17.462	12925	16229	896302	medium	missing-0.1	dstat	1000000	all	98
Afr	AMH1	Vindija	outgroup	0.0014	0.004128	0.332	13525	13488	896373	medium	missing-0.1	dstat	1000000	all	98
Afr	admix	Vindija	outgroup	-0.1172	0.006382	-18.37	12783	16178	895776	medium	missing-0.1	dstat	1000000	all	99
Afr	AMH1	Vindija	outgroup	0.0017	0.00426	0.392	13534	13489	895646	medium	missing-0.1	dstat	1000000	all	99
Afr	admix	Vindija	outgroup	-0.1202	0.01325	-9.072	1247	1588	89650	medium	missing-0.1	dstat	100000	all	0
Afr	AMH1	Vindija	outgroup	-0.0034	0.012377	-0.275	1329	1338	89607	medium	missing-0.1	dstat	100000	all	0
Afr	admix	Vindija	outgroup	-0.1031	0.013072	-7.886	1294	1591	89645	medium	missing-0.1	dstat	100000	all	1
Afr	AMH1	Vindija	outgroup	0.0093	0.012227	0.758	1353	1329	89555	medium	missing-0.1	dstat	100000	all	1
Afr	admix	Vindija	outgroup	-0.0954	0.013823	-6.903	1299	1573	89582	medium	missing-0.1	dstat	100000	all	2
Afr	AMH1	Vindija	outgroup	0.0212	0.013038	1.629	1355	1299	89689	medium	missing-0.1	dstat	100000	all	2
Afr	admix	Vindija	outgroup	-0.1008	0.013306	-7.574	1299	1590	89466	medium	missing-0.1	dstat	100000	all	3
Afr	AMH1	Vindija	outgroup	0.0296	0.012531	2.365	1388	1308	89623	medium	missing-0.1	dstat	100000	all	3
Afr	admix	Vindija	outgroup	-0.1213	0.013321	-9.109	1283	1637	89700	medium	missing-0.1	dstat	100000	all	4
Afr	AMH1	Vindija	outgroup	-0.0014	0.012517	-0.111	1368	1372	89671	medium	missing-0.1	dstat	100000	all	4
Afr	admix	Vindija	outgroup	-0.117	0.013226	-8.848	1249	1580	89556	medium	missing-0.1	dstat	100000	all	5
Afr	AMH1	Vindija	outgroup	-0.0035	0.012763	-0.277	1326	1335	89442	medium	missing-0.1	dstat	100000	all	5
Afr	admix	Vindija	outgroup	-0.1398	0.012903	-10.838	1255	1663	89675	medium	missing-0.1	dstat	100000	all	6
Afr	AMH1	Vindija	outgroup	-0.0061	0.012851	-0.471	1339	1356	89887	medium	missing-0.1	dstat	100000	all	6
Afr	admix	Vindija	outgroup	-0.1279	0.013089	-9.774	1264	1635	89746	medium	missing-0.1	dstat	100000	all	7
Afr	AMH1	Vindija	outgroup	-0.0073	0.013423	-0.542	1325	1344	89655	medium	missing-0.1	dstat	100000	all	7
Afr	admix	Vindija	outgroup	-0.1111	0.013082	-8.49	1275	1594	89697	medium	missing-0.1	dstat	100000	all	8
